moradia_classe;moradia_zoneamento;rua_tipo;lote_formato;terreno_contorno;utilidades;lote_config;terreno_declive;vizinhanca;condicao_1;condicao_2;geral_qualidade;geral_condicao;telhado_estilo;telhado_material;exterior_cobertura_1;alvenaria_tipo;exterior_qualidade;exterior_condicao;fundacao_tipo;porao_num_banheiros_lavabos;aquecimento_tipo;aquecimento_qualidade_condicao;ar_condicionado_central;sistema_eletrico_tipo;acima_solo_num_cozinhas;cozinha_qualidade;funcional;entrada_veiculo_pavimentada;venda_tipo;lote_area;construcao_ano;remodelacao_ano;alvenaria_area;porao_area_com_acabamento_1;porao_area_com_acabamento_2;porao_area_sem_acabamento;porao_num_banheiros;primeiro_andar_area;segundo_andar_area;acima_solo_num_banheiros;acima_solo_num_lavabos;acima_solo_num_quartos;acima_solo_num_comodos;total_num_lareiras;garagem_capacidade_carros;deck_madeira_area;varanda_aberta_area;varanda_fechada_area;venda_mes;venda_ano;venda_valor
dividida ou multinível;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Gilbert;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;13300;2004;2004;0;326;0;58;1;744;630;2;1;3;7;1;2;100;0;0;6;2010;184500
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Gilbert;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;Outros;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;7851;2002;2002;22;625;0;235;1;860;1100;2;1;4;8;2;2;288;48;0;5;2010;216500
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Gilbert;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;8577;2004;2004;0;0;0;847;0;847;886;2;1;3;7;1;2;144;48;0;4;2010;185088
dividida ou multinível;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Gilbert;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7750;2000;2000;0;250;0;134;0;774;656;2;1;3;7;1;2;180;0;0;4;2010;180000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Gilbert;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9505;2001;2001;180;0;0;884;0;884;1151;2;1;3;8;1;2;144;48;0;5;2010;222500
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Outros;normal;normal;excelente;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;14774;1999;1999;165;0;0;1393;0;1422;1177;2;1;4;10;1;3;668;30;0;5;2010;333168
060;Residencial baixa densidade;pavimentada;Outros;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Outros;normal;normal;muito boa;média;quadril;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;17433;1998;1998;114;0;0;1629;0;1645;830;2;1;4;7;1;3;23;172;0;1;2010;355000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;boa;média;quadril;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10593;1996;1996;338;919;0;801;1;1720;0;2;0;3;7;1;2;240;56;154;3;2010;260400
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Outros;normal;normal;muito boa;média;duas águas;telha padrão (composto);placa dura;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;12256;1994;1995;362;1032;0;431;1;1500;1122;2;1;3;9;2;2;186;32;0;4;2010;325000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Outros;normal;normal;muito boa;boa;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;11764;1999;2007;348;524;0;628;0;1164;1106;2;1;4;9;1;3;132;57;0;4;2010;290000
060;Residencial baixa densidade;pavimentada;Outros;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Outros;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;16770;1998;1998;30;0;0;1195;0;1195;644;2;1;4;7;0;2;0;81;0;6;2010;221000
050;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Outros;normal;normal;muito boa;média;quadril;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;14720;1995;1996;579;816;0;1217;1;2053;1185;2;1;4;9;1;3;283;86;0;3;2010;410000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Somerset;normal;normal;muito boa;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;8987;2005;2006;226;0;0;1595;0;1595;0;2;0;2;6;1;3;144;0;0;5;2010;221500
020;Residencial vila flutuante;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Somerset;normal;normal;boa;média;quadril;telha padrão (composto);tapume de vinil;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;casa recém-construída e vendida;9215;2009;2010;0;0;0;1218;0;1218;0;2;0;2;4;0;2;0;136;0;4;2010;204500
060;Residencial vila flutuante;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Somerset;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;Outros;8640;2009;2009;0;24;0;732;0;764;783;2;1;3;7;0;2;169;45;0;6;2010;215200
020;Residencial vila flutuante;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Somerset;normal;normal;muito boa;média;duas águas;telha padrão (composto);tapume de vinil;pedra;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9000;2008;2008;36;1078;0;488;1;1566;0;2;0;3;7;0;2;144;168;0;4;2010;262500
060;Residencial vila flutuante;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Somerset;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;12552;2004;2005;0;222;0;769;0;991;956;2;1;3;8;1;2;0;136;0;5;2010;254900
020;Residencial vila flutuante;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Somerset;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10440;2005;2005;0;1414;0;54;1;1468;0;2;0;2;6;1;2;0;102;0;5;2010;271500
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10142;2004;2004;0;656;0;300;1;956;1128;2;1;4;8;0;2;0;45;0;1;2010;233000
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;11920;2004;2004;122;0;0;831;0;831;828;2;1;3;8;0;2;144;68;0;4;2010;181000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;boa;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;8880;1994;2002;0;695;0;253;1;1222;888;2;1;3;8;2;2;0;130;0;5;2010;205000
desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos);Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;acima da média;média;duas águas;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8012;1980;1980;0;543;119;261;0;923;0;2;0;2;5;1;1;80;0;0;5;2010;143000
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de madeira;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;11218;1992;1992;0;0;0;1055;0;1055;790;2;1;3;8;1;2;635;104;0;5;2010;189000
desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos);Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;acima da média;média;duas águas;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7892;1979;1979;0;0;0;918;0;918;0;2;0;2;5;1;1;28;0;0;4;2010;99500
desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos);Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;acima da média;média;duas águas;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7175;1984;1984;0;623;121;0;1;752;0;1;0;2;4;0;1;353;0;0;2;2010;125000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Sawyer West;Outros;normal;boa;boa;duas águas;telha padrão (composto);placa dura;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9453;1993;2003;0;402;0;594;0;1014;730;2;1;3;7;0;2;370;70;0;2;2010;194500
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Sawyer West;normal;normal;acima da média;média;quadril;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9672;1984;1985;0;338;0;702;0;1097;0;2;0;3;6;0;2;0;0;0;5;2010;152000
060;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer West;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8400;1980;1981;130;0;0;650;0;888;676;2;1;3;7;1;2;0;50;0;4;2010;171000
030;Outros;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Sawyer West;adjacente a rua alimentadora;normal;média;média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;Outros;tijolo e telha;0;forno de ar quente a gás;média;N;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;9800;1920;1950;0;0;0;816;0;1012;0;1;0;2;5;0;1;121;0;80;4;2010;67500
duplex - todas os estilos e idades;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;Outros;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;Outros;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;8930;1978;1978;0;0;0;0;0;1318;584;2;0;4;8;0;2;0;0;0;4;2010;112000
Outros;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;boa;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;boa;Outros;Y;WD;11782;1961;1995;0;899;0;210;1;1155;0;1;0;3;6;0;2;192;0;0;6;2010;148000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;Outros;normal;média;muito boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8450;1965;2009;0;553;117;224;1;894;0;1;0;3;5;1;1;416;144;0;4;2010;138500
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;média;duas águas;telha padrão (composto);tapume de metal;face de tijolo;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;9819;1967;1967;31;450;0;432;0;900;0;1;0;3;5;0;1;0;0;0;2;2010;122000
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Sawyer;adjacente a rua alimentadora;normal;média;média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;regular;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7500;1963;1963;0;824;0;216;1;1040;0;1;1;3;5;0;1;0;0;220;6;2010;133000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Sawyer;normal;normal;média;muito boa;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6897;1962;2010;0;659;0;381;1;1040;0;1;1;3;6;0;1;0;104;0;4;2010;127000
020;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;rua sem saída;declive leve;Sawyer;Outros;normal;acima da média;acima da média;quadril;telha padrão (composto);madeirra compensada;Outros;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;15410;1974;2002;250;126;859;223;1;1494;0;2;0;3;7;2;2;296;0;186;4;2010;169000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;boa;média;duas águas;telha padrão (composto);placa dura;nenhum;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;10186;1992;1992;0;674;0;76;1;1061;862;2;1;3;8;1;2;240;39;0;6;2010;190000
060;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;muito boa;média;duas águas;telha padrão (composto);placa dura;face de tijolo;boa;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;13143;1993;1993;504;250;981;0;1;1251;1098;2;1;4;9;1;3;32;130;0;6;2010;362500
